ACO_Name,ACO_ID,year,ACO_State,Sav_Rate,MaxShareRate,CapAnn_INP_All,CapAnn_INP_S_trm,CapAnn_INP_L_trm,CapAnn_INP_Rehab,CapAnn_INP_Psych,CapAnn_HSP,CapAnn_SNF,CapAnn_HHA,ADM,ADM_S_Trm,ADM_L_Trm,ADM_Rehab,P_EDV_Vis,P_EDV_Vis_HOSP,P_EM_Total,P_EM_PCP_Vis,P_EM_SP_Vis,GenSaveLoss,FinalShareRate,P_SNF_ADM,QualScore,ACO1,ACO2,ACO3,ACO4,ACO5,ACO6,ACO7,ACO34,ACO45,ACO46,ACO8,ACO38,ACO43,QualityID318,QualityID_110,QualityID_226,QualityID_134_WI,QualityID_113,QualityID_112,QualityID_438,QualityID_370,QualityID_001_WI,QualityID_236_WI,N_AB,N_PCP,N_Ben_Race_Asian,N_Ben_Race_Hisp,N_Ben_Race_Other,N_Ben_Race_Hisp,N_Ben_Race_Asian,N_Ben_Race_White
Houston Methodist Coordinated Care,A3473,2019,TX,1.59,,4103,3298,229,601,49,231,542,868,335,294,7,29,661,224,10997,3774,6175,6046793,0.75,44,99.48,87.86,94.17,93.39,88.5,63.7,65.89,72.15,27.34,93.32,88.54,14.76,58.32,1.7,95.84,87.15,84.62,85.86,74.01,76.4,90.48,20.59,10,70,29239,,2834,469,1325,469,2834,23634
Houston Methodist Coordinated Care,A3473,2021,TX,6.31,75.00%,"3,597","2,947",108,616,28,285,377,689,284,250,4,28,597,202,"11,160","3,852","6,134","29,654,665",75.00%,32,94.48,,,,,,,,,,,,,,,90.23,93.33,93.82,84.31,80.69,88.66,30.56,8.26,70.05,"35,131",363,"1,284",578,"1,707",578,"1,284","28,116"
Houston Methodist Coordinated Care,A3473,2020,TX,6.5,,3544,2888,113,598,38,279,354,732,282,247,4,28,525,193,10173,3659,5575,26247250,0.74,28,98.75,^,^,^,^,^,^,^,^,^,^,~,~,0.74,95.11,83.39,100,90.62,77.36,80.59,90.85,9.09,9.21,70.08,32677,314,1110,544,1498,544,1110,26321
Houston Methodist Coordinated Care,A3473,2018,TX,0.6301442,,4044,3220,285,583,51,248,574,918,343,299,9,30,674,227,10480,3490,6097,1771458,0.7377,46,98.36,84.43,94.57,92.75,81.49,60.47,61.44,73.53,29.75,,,15.0,58.4,1.81,90.82,77.93,76.92,83.96,57.03,69.31,78.85,0,10.39,68.31,22478,235,729,377,958,377,729,18144
"Trillium Health, LLC",A3475,2018,MI,6.0200563,,2675,2497,15,100,70,74,182,234,217,205,0,5,584,158,8055,4303,2568,2646282,0.4866,20,97.32,88.5,95.36,93.99,77.08,64.6,64.66,74.84,28.32,,,14.86,52.07,1.68,80.26,79.19,66.67,73.66,81.94,82.77,85.19,10.26,10.11,79.16,5230,35,8,3,139,3,8,5042
"Trillium Health, LLC",A3475,2019,MI,8.05,,3270,3092,0,130,53,109,327,281,258,246,0,6,592,191,8330,4327,2844,6197547,0.48,36,96.34,87.59,93.72,92.46,79.84,65.08,64.31,74.35,31.8,93.57,86.12,14.63,52.27,1.31,75.46,77.82,86.67,69.82,79.48,76.95,86.18,10.59,13.97,81.41,7414,,17,5,194,5,17,7116
"Trillium Health, LLC",A3475,2020,MI,5.36,,2487,2307,9,148,38,93,223,199,193,182,0,7,417,148,7977,4295,2461,5472839,0.5,24,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.78,88.64,83.86,90.32,84.23,89.72,85.32,88.11,13.89,8.72,88.49,12483,85,15,7,336,7,15,12031
"Rochester Regional Health ACO, Inc.",A3476,2018,NY,0.5553888,,3587,3407,11,67,108,93,589,602,403,389,0,3,979,334,9257,3384,3362,0,0.4499,60,89.97,88.29,94.08,92.93,82.17,61.33,64.8,72.28,19.13,,,16.14,74.64,2.0,75.04,58.9,61.11,55.03,60.26,61.78,85.25,2.5,16.58,71.36,19556,509,229,405,675,405,229,16229
"Rochester Regional Health ACO, Inc.",A3476,2019,NY,-0.38999999999999996,,3875,3698,9,54,119,115,694,574,412,398,0,3,987,349,9647,3440,3408,0,0.46,63,92.17,86.55,93.3,91.21,80.95,58.65,60.64,74.68,22.08,94.31,84.07,16.64,80.39,1.93,92.46,71.48,88.64,76.4,71.83,68.37,85.91,2.6,18.46,71.21,19174,,1888,362,704,362,1888,15986
"Rochester Regional Health ACO, Inc.",A3476,2021,NY,0.66,40.00%,"3,448","3,292",1,58,103,147,669,610,368,357,0,3,853,321,"9,524","3,276","3,385",0,40.00%,55,85.61,,,,,,,,,,,,,,,83.43,80.68,76.76,76.39,70.41,91.9,1.41,12.62,72.58,"17,719",561,181,328,756,328,181,"14,927"
"Rochester Regional Health ACO, Inc.",A3476,2020,NY,2.74,,3397,3213,10,80,101,126,663,609,372,359,0,4,843,316,9057,3270,3112,5544487,0.39,57,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.91,83.11,78.14,90.79,63.24,66.45,64.42,86.49,5,22.06,65.79,18707,549,189,350,754,350,189,15563
Community Health Provider Alliance,A3477,2020,CO,9.0,,2954,2594,50,174,172,250,616,306,268,238,1,9,875,170,7438,556,2081,15239755,0.39,43,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.92,29.9,67.24,50.39,84.67,58.86,44,92.28,8.4,26.37,73.75,17021,351,236,2304,685,2304,236,13112
Community Health Provider Alliance,A3477,2021,CO,9.78,40.00%,"2,950","2,615",33,206,126,210,698,318,255,231,1,9,898,164,"8,128",628,"2,281","14,606,523",40.00%,47,84.81,,,,,,,,,,,,,,,66.55,94,84.75,62.84,54.81,87.33,8.33,19.4,69.47,"13,998",342,207,"1,794",596,"1,794",207,"10,838"
Community Health Provider Alliance,A3477,2018,CO,-2.2079522000000003,,3466,3073,81,152,181,102,820,323,322,290,2,7,1224,205,9103,421,2564,0,0.481,57,96.19,75.38,91.69,88.32,75.34,64.5,57.96,74.61,30.97,,,14.81,60.53,1.83,25.81,59.63,84.62,88,57.06,55.19,83.63,7.04,23.37,76.25,8633,247,62,1390,333,1390,62,6630
Community Health Provider Alliance,A3477,2019,CO,4.96,,3190,2808,56,184,170,114,605,292,292,259,1,8,1083,183,8046,355,2222,7837130,0.46,45,92.17,79.73,92.15,89.63,79.85,55.94,64.38,75.42,21.12,91.34,84.25,14.49,61.45,1.63,30.58,63.35,86.99,85.05,62.35,60.85,90.03,7.79,14.96,74.02,15984,,312,2381,671,2381,312,12363
BetterCARE Partners,A3483,2019,"MD, PA, WV",3.05,,3947,3897,17,15,24,184,553,409,262,257,0,1,680,208,10682,3456,5552,3688912,0.46,44,92.17,86.18,93.9,91.62,84.32,55.07,61.56,74.72,24.6,91.64,86.48,14.19,57.83,1.62,87.9,54.47,83.87,41.94,41.94,58.87,74.79,4,14.11,83.47,10521,,357,48,232,48,357,9838
BetterCARE Partners,A3483,2018,"MD, PA, WV",-3.6091583000000003,,3971,3902,51,20,29,187,467,390,263,258,1,1,678,205,10679,3132,5668,-3445688,0.4596,43,91.92,84.04,92.94,90.63,82.07,50.93,66.49,76.7,22.84,,,14.42,52.71,1.8,95.56,62.4,61.54,62.55,65,68.5,91.49,9.09,8.58,83,8979,41,39,46,194,46,39,8404
"Patient Care Network of Oklahoma, LLC",A3486,2019,OK,5.29,,3522,2846,213,286,210,212,547,1124,343,301,6,16,959,210,9770,656,2821,8657296,0.46,41,92.17,86.89,93.82,90.44,83.95,58.06,66.74,67.84,31.72,93.47,84.62,14.78,59.0,2.54,79.85,63.99,87.31,76.19,46.64,55.81,85.71,18.55,16.21,64.91,14630,,1126,505,202,505,1126,12069
"Patient Care Network of Oklahoma, LLC",A3486,2021,OK,4.55,40.00%,"3,099","2,468",182,371,112,216,576,"1,280",292,256,6,19,798,182,"9,365",565,"2,778","7,633,821",40.00%,36,88.97,,,,,,,,,,,,,,,66.03,81.36,78.15,62.1,64.88,86.96,15.79,18.84,68.45,"15,334",123,54,492,240,492,54,"13,039"
"Patient Care Network of Oklahoma, LLC",A3486,2018,OK,3.0773135,,3449,2766,162,305,227,155,485,1342,347,302,5,16,1057,219,9538,586,3060,0,0.5,37,100.0,91.53,93.95,92.42,81.67,61.78,65.82,70.97,32.12,,,14.7,55.9,2.87,83.03,64.82,91.78,72.87,47.99,54.56,86.39,7.44,16.39,66.75,8213,139,28,323,107,323,28,6498
"Patient Care Network of Oklahoma, LLC",A3486,2020,OK,5.949999999999999,,3075,2414,238,296,158,147,541,1297,297,259,8,15,823,183,9129,554,2617,8303326,0.39,33,96.87,^,^,^,^,^,^,^,^,^,^,~,~,1.43,83.06,63.65,90.58,72.79,54.25,63.91,84.12,16.67,15.65,65.63,13278,126,54,492,195,492,54,11022
"Novant Health Accountable Care Organization I, LLC",A3504,2021,"NC, SC, VA",2.39,50.00%,"2,481","2,203",28,232,39,325,448,462,238,222,1,11,538,176,"10,349","3,416","4,294","15,275,530",50.00%,37,99.61,,,,,,,,,,,,,,,86.01,100,98.66,86.1,86.02,86.76,16.16,9.96,73.33,"63,519",781,522,369,"2,011",369,522,"53,382"
"Novant Health Accountable Care Organization I, LLC",A3504,2018,"NC, SC",0.8199036,,2439,2208,27,166,49,161,408,463,256,240,1,9,623,176,10035,3704,4332,0,0.4965,41,99.3,87.21,95.09,93.71,83.8,65.08,65.18,72.67,32.15,,,14.47,53.62,1.88,94.96,75.94,50,98.12,75.57,81.13,84.84,5.38,10.96,76.7,79934,689,646,449,2157,449,646,66719
"Novant Health Accountable Care Organization I, LLC",A3504,2019,"NC, SC",1.13,,2624,2365,38,184,51,163,441,442,261,244,1,10,628,181,10388,3711,4394,0,0.46,40,92.17,87.4,96.5,95.07,85.27,61.82,67.01,75.2,29.33,95.19,90.42,15.12,54.87,1.85,96.42,85.86,97.78,97.83,83.46,80.6,85.19,10.19,9.69,75,76580,,9511,477,2208,477,9511,63696
"Novant Health Accountable Care Organization I, LLC",A3504,2020,"NC, SC",2.82,,2507,2232,31,212,48,312,457,445,241,226,1,10,514,174,9631,3364,3849,18829920,0.39,38,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.16,98.18,78.93,100,99.08,85,88.73,89.26,14.29,10.14,66.67,71171,777,551,399,2066,399,551,59996
"Novant Health UVA Health System Accountable Care Organization, LLC",A3507,2018,VA,2.1938751,,2786,2385,24,355,50,238,447,435,241,219,1,17,639,165,10225,4419,4806,0,0.4789,37,95.78,84.03,94.2,94.34,82.16,54.98,57.59,74.64,25.2,,,14.7,59.05,2.07,74.72,61.48,82.05,68.73,61.72,66.08,85.09,14.29,13.51,73.33,6590,55,98,43,266,43,98,5746
"Novant Health UVA Health System Accountable Care Organization, LLC",A3507,2019,VA,7.8100000000000005,,2615,2253,21,315,35,198,400,378,216,196,0,16,599,143,10413,4558,4691,5176917,0.47,33,94.41,85.73,94.41,93.44,81.75,55.89,60.59,75.42,22.23,93.06,88.87,14.74,48.7,2.04,92.66,75.31,79.31,93.54,71.03,66.67,84.37,6.38,9.13,78.72,6907,,458,41,290,41,458,6012
"Novant Health UVA Health System Accountable Care Organization, LLC",A3507,2020,VA,3.64,,2457,2178,6,265,19,136,273,322,184,170,0,12,497,122,9312,4052,4246,2044518,0.39,20,98.28,^,^,^,^,^,^,^,^,^,^,~,~,0.97,85.6,77.27,66.67,89.42,77.89,72.82,90.66,4.48,9.92,71.32,6680,65,90,57,295,57,90,5806
"UVA Community Health Accountable Care Organization, LLC",A3507,2021,VA,2.58,50.00%,"2,354","2,010",7,332,17,180,342,325,192,172,0,17,541,133,"10,373","4,318","4,797","1,650,360",50.00%,23,97.84,,,,,,,,,,,,,,,82,100,83.45,73.07,76.25,86.73,16.67,14.76,76,"6,961",60,106,51,321,51,106,"6,040"
"OneHealth Nebraska ACO, LLC",A3509,2019,NE,-0.22999999999999998,,2612,2389,107,123,12,181,567,349,241,229,2,6,423,150,9445,4887,2998,0,0.49,52,98.0,90.01,94.89,93.5,86.78,62.8,67.52,77.2,30.83,93.67,90.54,14.61,50.74,1.32,89.29,83.66,71.88,73.39,83.36,82.59,78.15,11.36,9.35,75.47,7155,,53,15,205,15,53,6818
"OneHealth Nebraska ACO, LLC",A3509,2018,NE,1.4892627999999999,,2541,2335,89,112,20,277,648,362,256,243,3,7,467,158,8871,4632,2902,0,0.4953,58,99.06,89.07,94.59,92.67,85.89,59.55,66.04,75.68,34.5,,,14.11,54.56,1.59,89.92,83.45,53.33,72.38,79.93,82.98,76.06,11.11,8.57,79.42,11199,41,74,28,300,28,74,10687
"OneHealth Nebraska ACO, LLC",A3509,2021,NE,6.02,50.00%,"2,204","1,996",93,115,15,141,575,298,183,173,3,6,384,124,"9,332","4,665","3,014","6,029,135",50.00%,45,100.00,,,,,,,,,,,,,,,90.13,67.74,90.56,85.18,84.21,76.49,23.21,6.62,82.22,"9,935",41,71,34,348,34,71,"9,402"
"OneHealth Nebraska ACO, LLC",A3509,2020,NE,4.569999999999999,,2130,1975,66,99,7,215,482,314,188,180,2,5,350,126,8575,4597,2735,5242532,0.48,43,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.61,88.94,83.97,66.67,75,78.15,81.27,76.42,11.43,7.3,76.45,12663,51,69,37,395,37,69,12066
"Baptist Accountable Care, LLC",A3510,2018,TX,-1.08644,,2826,2067,266,498,25,427,584,618,283,240,9,29,598,178,10796,3852,4806,-680254,0.7117,51,94.89999999999999,87.36,93.35,92.68,86.47,55.94,61.7,74.84,20.47,,,14.56,55.75,1.94,55.21,53.44,55.56,58.65,71.43,76.3,44.68,3.57,12.8,68.23,6654,65,43,353,144,353,43,5663
VOP Accountable Care LLC,A3520,2019,TX,6.16,,5081,3611,623,887,46,211,714,1611,436,370,17,43,839,303,13326,7680,4564,4638989,0.46,59,92.17,87.96,95.28,93.08,82.42,64.17,62.75,70.79,28.32,92.3,86.52,15.35,57.08,2.05,73.28,40.49,49.02,64.59,50.08,51.43,79.04,4.84,16.08,73.82,4967,,30,1340,114,1340,30,3461
VOP Accountable Care LLC,A3520,2018,TX,1.8724633000000002,,3880,2802,451,635,36,206,531,1368,357,306,14,33,745,248,11160,5953,4158,0,0.4732,43,94.63000000000001,89.76,94.41,92.15,82.85,61.58,65.58,72.08,29.45,,,14.98,48.6,1.93,64.69,46.49,27.27,56.27,50.5,54.37,74.8,4.08,16.58,75.79,4347,23,11,1015,92,1015,11,3205
"Scripps Accountable Care Organization, LLC",A3521,2021,CA,1.40,75.00%,"2,789","2,672",25,67,38,532,647,674,198,192,1,2,423,139,"10,059","2,695","6,038",0,75.00%,40,89.75,,,,,,,,,,,,,,,82.23,40,59.44,74.04,82.86,82.45,21.05,9.26,72,"41,129",393,"1,762",760,"3,215",760,"1,762","34,558"
"Scripps Accountable Care Organization, LLC",A3521,2018,CA,-1.5276934,,3280,3087,62,102,65,396,859,666,246,235,1,4,501,162,10418,3229,6059,0,0.6592,61,87.9,80.55,93.4,92.52,83.03,54.24,53.65,74.93,18.16,,,14.79,52.94,1.44,52.06,44.48,85.71,43.26,33.88,70.09,79.93,0,12.32,80.43,40214,650,1622,824,2712,824,1622,34130
"Scripps Accountable Care Organization, LLC",A3521,2019,CA,-4.45,,3368,3164,70,99,69,445,818,716,249,239,1,4,523,168,10718,3131,6235,-21871137,0.69,58,92.17,83.19,92.71,91.17,81.89,56.23,56.18,74.91,22.81,92.24,86.02,14.57,55.88,1.55,72.49,47.71,55.56,58.51,55.45,72.43,73.28,0,9.67,79.57,42228,,901,885,2969,885,901,35691
"Scripps Accountable Care Organization, LLC",A3521,2020,CA,2.19,,2798,2657,37,72,51,482,617,657,203,195,1,3,396,139,9395,2668,5534,10678813,0.73,39,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.75,58.68,50.82,62.5,46.49,48.36,70.1,77.97,11.32,15.61,74.52,43512,492,1764,879,3184,879,1764,36739
"Kansas Clinical Improvement Collaborative, LLC",A3527,2018,KS,0.00966,,4146,3829,73,182,91,164,2281,398,390,369,2,9,823,103,9149,1622,2697,0,0.4657,124,93.15,84.14,91.98,89.6,79.82,54.88,64.4,70.8,40.58,,,15.3,73.78,3.16,54.85,35.47,32.26,16.49,38.31,35.48,23.45,0,25.5,63.17,20429,419,47,299,407,299,47,19537
"Kansas Clinical Improvement Collaborative, LLC",A3527,2021,"KS, OK",0.41,40.00%,"2,470","2,196",38,185,59,307,"1,257",425,251,234,2,10,694,77,"7,845",380,"2,245",0,40.00%,72,77.83,,,,,,,,,,,,,,,64.11,31.82,51.25,47.06,66.5,77.82,0,15.83,59.57,"7,093",143,4,28,128,28,4,"6,804"
"Kansas Clinical Improvement Collaborative, LLC",A3527,2020,KS,2.77,,3065,2797,39,178,70,249,1731,396,297,281,1,9,658,93,7734,889,2243,11159760,0.39,95,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.62,66.28,60.61,50.94,51.29,58.43,64.17,80.34,7.69,16.27,61.01,34784,535,66,395,722,395,66,33226
"Kansas Clinical Improvement Collaborative, LLC",A3527,2019,KS,-0.22,,3771,3477,52,175,86,187,1993,352,347,328,1,9,750,96,8752,1051,2548,0,0.46,105,92.17,84.1,93.11,91.27,82.52,50.61,58.17,72.55,27,93.04,83.3,15.14,68.86,3.1,62.79,62.95,40.98,44.46,56.12,61.11,66.32,0,19.02,67.47,34348,,296,370,695,370,296,32820
"UCMCNACO, LLC",A3531,2020,"IL, IN",0.33,,4326,3976,106,244,46,396,810,965,407,389,3,10,722,317,9518,2947,4853,0,0.39,58,97.5,^,^,^,^,^,^,^,^,^,^,~,~,1.06,95.6,86.43,93.75,42.86,76.68,73.73,89.66,5.08,15.12,65.08,8505,350,78,71,235,71,78,4150
"UCMCNACO, LLC",A3531,2021,"IL, IN",1.05,40.00%,"4,805","4,242",109,455,61,384,835,876,396,371,2,18,718,297,"10,631","3,087","5,514",0,40.00%,61,91.47,,,,,,,,,,,,,,,90.15,90.32,72.24,74.6,81.85,90.35,3.33,10.47,72.58,"8,017",381,84,75,253,75,84,"4,030"
"UCMCNACO, LLC",A3531,2018,"IL, IN",-2.4131206,,5456,4981,140,365,47,307,1319,1176,458,434,3,16,938,324,10567,3302,5544,0,0.4909,89,98.19,86.73,93.88,94.31,80.33,65.65,62.33,73.72,26.82,,,15.54,68.28,1.86,97.23,68.89,52,43.15,72.29,75.99,83.7,0,20.97,66,9783,342,93,81,260,81,93,4561
"UCMCNACO, LLC",A3531,2019,"IL, IN",-1.91,,5404,5034,52,334,37,257,918,1021,462,441,2,15,923,329,10584,3156,5523,0,0.46,69,92.17,83.51,94.65,94.44,82,65.42,60.41,69.98,37.13,93.86,88.05,15.91,71.75,1.97,94.76,73.15,76.47,44.76,70.56,71.37,84.65,2.04,16.53,68.95,9165,,4490,90,269,90,4490,4226
"Accountable Care Network of Independent Physicians, LLC",A3536,2018,FL,1.7406879,,3514,3005,95,365,83,332,1138,723,394,364,2,19,819,302,13173,7003,5303,0,0.4906,87,98.13,88.42,92.07,90.23,78.32,61.65,60.42,72.22,30.89,,,15.97,67.15,2.47,81.89,52.53,56.25,50.31,66.89,73.08,75.1,14.29,17.99,70.31,7436,37,100,44,187,44,100,5368
Orange Accountable Care Organization of South Florida LLC,A3539,2020,FL,10.95,,2837,2381,85,368,46,487,481,1024,273,248,2,18,542,224,13137,5545,6610,21821612,0.74,36,98.75,^,^,^,^,^,^,^,^,^,^,~,~,0.76,90.38,91.4,96.67,82.82,85.2,84.38,86.67,9.38,11.67,80.8,15861,173,143,1438,696,1438,143,12226
Orange Accountable Care Organization of South Florida LLC,A3539,2021,"FL, NY",9.22,75.00%,"3,010","2,502",91,417,39,545,520,946,292,263,3,20,609,240,"14,775","6,011","7,530","17,840,259",75.00%,39,98.87,,,,,,,,,,,,,,,83.92,94.74,80.89,91.19,83.57,85.23,12.5,10.75,84.32,"13,664",138,105,"1,224",625,"1,224",105,"10,675"
Orange Accountable Care Organization of South Florida LLC,A3539,2019,FL,6.43,,3537,2923,77,529,50,475,660,1157,336,301,2,26,727,262,14981,5800,7934,9681129,0.69,53,92.17,82.13,94.72,93.69,79.39,61.32,66.5,70.99,21.15,89.54,86.6,15.38,51.34,1.69,90.73,87.44,92.59,81.88,82.47,82.73,89.55,39.13,9.27,83.44,10402,,603,825,374,825,603,8496
Orange Accountable Care Organization of South Florida LLC,A3539,2018,FL,3.0076251,,3691,2977,124,562,47,523,720,1164,338,301,4,27,686,257,14177,5325,7891,4388064,0.7377,60,98.36,86.66,94.63,92.32,79.7,67.43,61.71,71.37,29.05,,,15.77,53.06,1.58,96.39,81.37,96,81.56,84,81.06,81.65,14.29,9.92,83.73,10618,101,72,934,361,934,72,8727
Physician Partners of Western PA LLC,A3547,2019,PA,4.859999999999999,,3410,2732,138,522,65,242,622,584,345,307,4,28,735,230,9043,3832,3886,24095756,0.48,63,96.06,87.23,94.55,92.87,81.16,57.89,67.33,76.63,25.66,94.14,85.78,15.1,63.92,2.02,83.87,74.78,78.26,72.4,72.69,73.93,80.8,9.76,10.45,72.29,46420,,2031,68,920,68,2031,43225
Physician Partners of Western PA LLC,A3547,2021,PA,3.78,50.00%,"2,921","2,437",74,388,43,257,531,564,291,265,2,20,630,206,"8,822","3,479","3,801","18,076,697",50.00%,51,89.44,,,,,,,,,,,,,,,81.18,72,81.01,84.44,78.54,81.45,15.38,9.2,79.6,"46,173",701,160,52,"1,038",52,160,"43,177"
Physician Partners of Western PA LLC,A3547,2018,PA,1.3263307,,3403,2705,156,523,62,238,626,575,361,320,5,30,743,238,8437,3721,3854,0,0.0,64,45.45,87.5,94.45,92.44,82.76,55.49,67.48,75.5,24.46,,,15.5,67.46,2.15,-,-,-,-,-,-,-,-,-,-,36982,520,126,65,697,65,126,34179
Physician Partners of Western PA LLC,A3547,2020,PA,2.86,,2990,2420,99,466,53,257,582,562,296,263,3,25,603,199,8270,3490,3532,12408161,0.49,52,98.75,^,^,^,^,^,^,^,^,^,^,~,~,1.02,94.62,75.86,87.1,83.52,78.47,78.65,85.61,14.47,8.06,73.33,44884,661,144,61,943,61,144,41837
"Bethesda Health Quality Alliance, LLC",A3548,2019,FL,-0.37,,4307,3683,71,548,37,690,1070,1540,406,372,2,28,768,312,17496,6981,9279,0,0.5,93,99.44,89.13,94.81,92.23,81.26,63.84,63.15,72.85,31.74,91.83,87.63,14.89,58.83,1.96,96.27,93.99,100,86.11,85.34,88.62,91.54,77.27,7.81,91.6,6556,,277,93,209,93,277,5940
Baptist Health Quality Network ACO,A3548,2021,"FL, NY",-0.98,50.00%,"3,069","2,649",14,407,21,287,429,739,253,230,1,20,572,195,"13,981","3,927","8,990",0,50.00%,36,93.02,,,,,,,,,,,,,,,78.28,95,77.48,74.96,83.52,90.65,34.15,12.13,72.26,"13,504",135,79,472,624,472,79,"11,941"
"Bethesda Health Quality Alliance, LLC",A3548,2018,FL,-1.3405369999999999,,4425,3858,196,382,37,674,1314,1630,431,400,4,22,783,337,16543,6226,9282,0,0.5,109,100.0,89.75,95.49,92.81,83.02,58.72,66.52,70.72,33.48,,,16.2,64.55,2.12,84.23,83.7,97.67,70.8,70.11,81.07,84.57,17.5,8.7,88.31,6615,36,45,87,181,87,45,6029
"Bethesda Health Quality Alliance, LLC",A3548,2020,FL,2.75,,2872,2491,20,346,37,323,459,772,258,237,1,17,510,201,13371,4387,8136,5208125,0.48,38,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.9,83.18,74.87,85.19,76.56,71.45,85.76,92.28,5.45,13.13,78.74,15549,211,87,543,623,543,87,13847
"Holy Name Medical Center ACO, LLC",A3549,2018,NJ,-1.3334172,,3438,3024,20,265,159,174,951,547,291,267,0,12,638,228,12421,4751,6928,0,0.5,59,100.0,88.91,95.06,93.06,84.68,59.97,57.28,73.8,27.77,,,15.09,56.01,1.51,75.4,77.83,85.19,58.02,46.91,50,84.1,5.88,25.9,68.75,10062,49,1262,652,854,652,1262,6804
"Holy Name Medical Center ACO, LLC",A3549,2021,"NJ, NY",-1.73,50.00%,"3,054","2,754",22,204,89,264,"1,083",483,247,231,1,9,537,203,"12,452","4,381","6,728",0,50.00%,57,61.69,,,,,,,,,,,,,,,,,,,,,,,,"17,937",248,797,"1,133","1,143","1,133",797,"13,580"
"Holy Name Medical Center ACO, LLC",A3549,2020,NJ,9.36,,2802,2478,31,215,86,219,962,434,244,228,1,9,472,199,11411,4403,5975,23511307,0.48,57,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.88,-,-,-,-,-,-,-,-,-,-,21867,243,1245,1229,1436,1229,1245,16186
"Holy Name Medical Center ACO, LLC",A3549,2019,NJ,-2.2399999999999998,,3768,3364,28,268,136,266,1188,567,300,281,1,11,650,241,13065,4706,7349,0,0.46,71,92.17,85.88,93.6,92.96,81.63,57.97,58.92,74.47,29.59,90.84,84.06,14.72,58.03,1.62,-,-,-,-,-,-,-,-,-,-,9229,,461,644,750,644,461,6376
United Physicians ACO,A3551,2020,MI,8.09,,3114,2672,59,378,44,134,372,455,301,275,1,19,514,240,10705,5079,4915,11886281,0.5,37,100.0,^,^,^,^,^,^,^,^,^,^,~,~,0.84,76.21,73.36,80,48.96,68.92,69.18,84.13,11.54,9.85,75.18,13787,99,390,25,947,25,390,11731
United Physicians ACO,A3551,2018,MI,5.2958045,,3343,2925,33,328,67,98,536,557,349,320,1,18,651,266,11198,4897,5706,7959382,0.5,52,100.0,87.75,94.09,93.58,80.83,62.8,63.67,74.49,29.8,,,15.15,62.92,1.98,72.25,72.37,91.67,55.99,66.02,70.86,83.67,3.13,9.29,74.9,13085,89,299,25,792,25,299,11241
United Physicians ACO,A3551,2019,MI,2.6100000000000003,,3448,3012,57,369,33,120,613,554,340,315,1,20,626,264,11559,5213,5610,0,0.46,57,92.17,88.49,94.54,93.04,82.64,63.92,67.68,74.31,30.97,93.72,85.95,14.56,64.04,2.08,62.52,62.81,87.5,46.99,63.95,72.58,80.53,0,12.36,78.41,14449,,733,21,935,21,733,12327
"Community Health Center Network Of Idaho, LLC",A3554,2021,"ID, WA, OR",12.30,50.00%,"2,416","2,091",45,159,137,242,400,396,209,188,2,8,738,130,"8,233",279,"1,694","18,031,245",50.00%,27,92.82,,,,,,,,,,,,,,,68.36,86.96,83,61.89,62.01,81.77,25.99,16.78,69.16,"15,516",290,114,696,512,696,114,"13,753"
"Community Health Center Network Of Idaho, LLC",A3554,2020,"ID, WA, OR",3.2800000000000002,,2866,2485,66,181,155,301,874,475,253,226,2,9,792,157,8456,371,1678,5198646,0.48,59,96.87,^,^,^,^,^,^,^,^,^,^,~,~,0.74,64.13,58.8,87.72,80.07,64.74,60.51,84.65,18.63,15.91,75,16750,280,116,714,456,714,116,14974
"Community Health Center Network Of Idaho, LLC",A3554,2018,"ID, OR, WA",-10.6201857,,4703,4008,316,301,143,287,1773,761,401,360,9,15,1190,240,9802,539,2207,-10895230,0.5,127,100.0,78.16,90.01,86.43,77.42,56.3,58.37,70.11,24.89,,,14.41,70.9,1.8,44.06,59.48,76.83,71.01,52.22,53.34,75.95,9.09,21.82,69.26,8685,336,61,335,201,335,61,7724
"Community Health Center Network Of Idaho, LLC",A3554,2019,"ID, WA, OR",-3.65,,3633,3144,153,226,160,298,1101,555,301,271,3,11,937,181,8825,438,1875,-6701478,0.48,76,96.25,78.76,90.14,88.85,78.51,56.21,55.45,71.08,27.8,89.31,82.28,14.31,59.18,1.51,40.97,63.51,86.15,74.67,57.64,57.67,80.61,14.93,17.41,74.71,18098,,151,784,500,784,151,16128
"Inspire Health Partners, LLC",A3555,2021,IN,-3.20,50.00%,"2,443","2,281",8,148,27,216,776,308,222,213,0,6,615,167,"10,054","3,901","3,833",0,50.00%,48,99.03,,,,,,,,,,,,,,,84.06,81.82,64.31,76.98,81.08,82.05,19.3,11.23,72.08,"11,072",91,42,15,307,15,42,"10,624"
